dataset,model,n_estimators,max_depth,random_seed,auc,brier,brier_scaled,hosmer_lemshow,speigelhalter,reliability_small,reliability_large
breast_cancer,CF-Iso,30,7,3,0.9742228377962451,0.04450963819934859,0.7997066281029314,0.0068335801223883275,0.6120063809619654,0.003356189027438379,0.0005738148260964665
breast_cancer,CF-Logit,30,7,3,0.9827639273622654,0.03801763416182761,0.8289206462717758,0.09788034555615654,0.303108595993251,0.0012690803973484615,2.983888432282097e-05
breast_cancer,RC-Iso,30,7,3,0.9646044936903664,0.04862362157316961,0.7811937029207368,0.4599042296351995,0.9053410986137769,0.004675029697719066,0.0004908222725632556
breast_cancer,RC-Logit,30,7,3,0.979609110495537,0.044430296700916506,0.8000636648458758,0.46657089848024513,0.20398645334365073,0.0008166505967488552,7.2127578422910905e-06
breast_cancer,RF-NoCal,30,7,3,0.9868421052631579,0.03899778486633751,0.8245099681014812,0.4982472215559123,0.02585851301634337,0.00532308653560831,1.3380340510437992e-05
breast_cancer,CF-Iso,100,3,3,0.9799938442597722,0.043461726504092794,0.8044222307315825,0.8787709597443736,0.9553691260335152,0.001957440309439999,0.00011382753016218169
breast_cancer,CF-Logit,100,3,3,0.9859956909818406,0.03759228673107112,0.8308347097101799,0.04012847075434345,0.5421508965126255,0.0014628741198174837,2.4104385543837773e-05
breast_cancer,RC-Iso,100,3,3,0.9690674053554941,0.0442903100038172,0.8006936049828226,0.0,2.51533971673781e-06,0.0009976167483724224,0.00012141565927595582
breast_cancer,RC-Logit,100,3,3,0.9836103416435826,0.04127502175612596,0.8142624020974332,0.10626073070025976,0.8312371104494528,0.0042036869171091775,1.1829848104818541e-05
breast_cancer,RF-NoCal,100,3,3,0.9850723299476761,0.04320488170638675,0.8055780323212597,0.28946164798053164,0.02459937251499389,0.006525458936158505,3.730980328546211e-05
breast_cancer,CF-Iso,100,5,3,0.9829947676208064,0.037891952573148965,0.8294862134208296,0.8451848556279731,0.6511936287908353,0.0014387310627060504,0.00013161996651278842
breast_cancer,CF-Logit,100,5,3,0.9841489689135119,0.034629974947016785,0.8441651127384244,0.11535089451824809,0.8444888163674557,0.002176124733264878,0.00018522592427716418
breast_cancer,RC-Iso,100,5,3,0.9699138196368114,0.04630477972138559,0.7916284912537649,0.0,0.002120555470958278,0.002149487644835484,0.00031493469015604576
breast_cancer,RC-Logit,100,5,3,0.9843028624192058,0.040446955168543124,0.8179887017415559,8.43769498715119e-15,0.007752728628632566,0.005195426940667452,0.0010571107933509396
breast_cancer,RF-NoCal,100,5,3,0.9878424130501692,0.0384915471068718,0.826788038019077,0.525029974604422,0.0578453393756345,0.004470939721108922,9.642029850031034e-05
breast_cancer,CF-Iso,100,7,3,0.9748384118190212,0.03609470302492752,0.8375738363878262,0.08259837604583398,0.7986741971959166,0.0013914621740792315,0.0002482539157837364
breast_cancer,CF-Logit,100,7,3,0.9837642351492767,0.0392995961034581,0.8231518175344386,0.042500557585665955,0.41075019451772976,0.003651707610256913,0.0004026007516772946
breast_cancer,RC-Iso,100,7,3,0.9476762080640198,0.05551164001700493,0.7501976199234778,0.0,0.0,0.0064159208534001295,0.0016786015038804474
